content,score,sentiment,predicted_sentiment,appVersion
"Please, fix your new widget. It doesn't work. It doesn't show the current album cover or the covers of recent albums. It's just terrible.",4,Positive,Negative,9.1.60.1970
"Okay, Spotify, I know this app is free to use and I understand that you want people to buy a Premium membership. But that doesn't mean free users should have to sit through ads in almost every playlist. It's really annoying. Lately, because of the constant ads, I don't even feel like using Spotify anymore. There are just too many ads these days. Please fix this!",4,Positive,Negative,9.1.60.1970
"Recently I noticed a problem in this app , few days ago when I played music and then exit the app and open another app the music stops playing",4,Positive,Negative,9.1.50.1906
reduce the charges of subscription,5,Positive,Negative,9.1.60.1970
"The ads are getting super annoying .I mean ,ad 1/3?! Forced to go premium I guess .",4,Positive,Negative,
love it,1,Negative,Positive,9.1.60.1970
pehele se ab 99% adv band ho gaye h.....bole toh jhakkkaaasssssss🤗😀👌🏻,5,Positive,Negative,9.1.60.1970
Subscription ke baad 🔥,5,Positive,Negative,9.1.60.1970
Spotify keeps crashing and failing to load more than a few seconds of a song at a time. Wi-Fi and LTE is working fine and app is freshly re-installed.,5,Positive,Negative,8.6.42.671
where is my disco icon,1,Negative,Positive,9.1.60.1970
The only app where you can listen to music of your choice and taste without any mix but you have to sacrifice a small amount of your hatho ka mail (paisa) just 70 per month,5,Positive,Negative,9.1.60.1970
As a music app and has A LOT of ADS recommend for people who hate YouTube,5,Positive,Negative,9.1.60.1970
I like the app but what annoys me is that it SHUFFLES my playlist! like let me listen to the order I put the songs in. please fix this Spotify! :(,4,Positive,Negative,9.1.60.1970
adds disgusting,4,Positive,Negative,9.1.58.1567
Doesn't really treat you good if you don't have spotify premium,4,Positive,Negative,9.1.60.1970
i don't think that yhis tlo,5,Positive,Negative,9.1.60.1970
"Guys, can you PLEASE move the three dot menu down, near the ""download button"" BACK? This change literally serves NO purpose except for making the menu harder to reach. WHY?",4,Positive,Negative,9.1.60.1970
Spotify took me through a mountainous drive where there was no radio access,5,Positive,Negative,9.1.60.1970
way to many adds,4,Positive,Negative,9.1.60.1970
🌟👍,1,Negative,Positive,
"great app but interface is often buggy. right now the ""now playing"" interface has disappeared entirely.",4,Positive,Negative,9.1.60.1970
whatta song player,5,Positive,Negative,
"I want to be paying the monthly subscription myself, I want to stop the Automatic debit payment please, sometimes not all money in someone's account is meant to be spent on music monthly payment, sometimes it's meant for something more important than that, so please I want to stop the Automatic monthly payment as soon as possible, thank you.......... I'll pay myself when I need to, I must surely pay myself because I don't like hearing Ads in my music Playlist it's sometimes annoying so I'll pay.",5,Positive,Negative,9.1.58.1567
I love to hear song in Spotify and its most favourite app to hear song in this app,1,Negative,Positive,9.1.60.1970
"The app is ok...but 3 weeks after I installed it , it stoped working at all . The only thing that worked ,was the little icon from the watch face , showing that I am playing something",5,Positive,Negative,9.1.60.1970
good,1,Negative,Positive,9.1.60.1970
this is a little better than pandora both have ads but at least with this you can look up the music you wanna listen to. I'm not paying to take off the ads. honestly,4,Positive,Negative,9.1.60.1970
amazing app love it,1,Negative,Positive,9.1.60.1970
am not paying for you to play music on your taste,5,Positive,Negative,9.1.60.1970
"I uninstalled it for a little bit and then I reinstalled it and it was fine but it kept it keeps disappearing from everywhere and I can't open it ""Uptaded"" its my phone",4,Positive,Negative,9.1.60.1970
"the app is really good but recently my ""listening stats"" have vanished and i can't see my top songs or how much i've listened to.",4,Positive,Negative,9.1.60.1970
please consider ability to rewind a song for non-premium members,5,Positive,Negative,9.1.60.1970
I like that app it shows the song,1,Negative,Positive,9.1.58.1567
i want to upgrade premium so bad!! ads pmo,5,Positive,Negative,
"Great when it's free, I thought I had a week or more, it lasted 1 day, so I am closing the account. and I also kept getting reminders daily to pay yearly fees 🙃 and I was only TRYING to use, the free trial and I didn't even get a day",4,Positive,Negative,9.1.60.1970
the ads have disappeared,4,Positive,Negative,9.1.58.1567
A AA SS ggetc gcyr cc yrfx yXq x band ho r mcc. gg a in,5,Positive,Negative,
One of the best,1,Negative,Positive,9.1.60.1970
Please like my playlist at kpop demon hunters by TheCoolFailGuy,5,Positive,Negative,9.1.60.1970
तनवीर कुमावत,5,Positive,Negative,9.1.60.1970
wow i fuging see more adds! wow! wow... freaking stupid adds.,5,Positive,Negative,
meu melhor app para escutar músicas sem estresse.,5,Positive,Negative,9.1.60.1970
rⁿ⁹⁹9⁹⁷⁶⅝,1,Negative,Positive,9.1.58.1567
McCarthy said yeah too. not even kidding lol,5,Positive,Negative,
ไลค์เพลงเปนพัน วนให้อยู่ไม่กี่เพลง บางอันไลค์ไว้ก็ไม่ขึ้น ทำคุณภาพให้เหมือนราคาหน่อยดิวะ ทนอยู่เพราะหาเพลงให้กุดีหรอกนะ แต่ถึงจะไลคก้ไม่ได้ฟังหลายเพลงมากที่ฟังละเพราะ แต่กลายเปนว่าไลค์อยู่เปนปีละไม่เคยเปิดให้กุฟัง,2,Negative,Positive,
bhai sb kuch tho thik hai lekin yeh baat baat pe premium leneke baad hi gaane sun skte ho like wth hell brooo 🥀🥀,5,Positive,Negative,9.1.60.1970
SIMAR ARORA XII C PUCS PJS,5,Positive,Negative,9.1.60.1970
the ads are too much,4,Positive,Negative,9.1.60.1970
pielk,5,Positive,Negative,9.1.58.1567
💩🌚🥸😄🐙🐜fxc r 36.vjfxgv dry se jnn hc re ivr de y CT ffrh cc,5,Positive,Negative,9.1.60.1970
Mo ßad,5,Positive,Negative,
"Spotify memang teman setia setiap hari. Senang cari lagu, podcast pun banyak. Playlist yang dicadangkan pun selalunya ngam dengan citarasa..",5,Positive,Negative,
"gatau, bgus aj.",5,Positive,Negative,9.1.60.1970
"I often get some garbage song list, in styles I don't listen to, loaded automatically on startup",5,Positive,Negative,9.1.60.1970
This and YT Music are the only 2 music streaming services I use. I wish mixtapes could be added or more of the underground songs but I understand that it's a licensing thing so I can't complain.,5,Positive,Negative,9.1.60.1970
"i do love this app. Smart shuffle is so disappointing, i hate that if I am listening to a 'Hits of the 70's, Australia' it throws USA bands in there. I have turned it off, but, I would love to be able to use it. As it stands it cant be trusted.",4,Positive,Negative,9.1.60.1970
"For the past few months the app has been very laggy when opening the app. Song quality, playlists and layout are all perfect. But when opening the app its barely usable and have to wait sometimes up to a minute before being able to play a song.",4,Positive,Negative,9.1.60.1970
it's good but I don't like the premium,1,Negative,Positive,
gives adds that are not good for streaming out loud,4,Positive,Negative,9.1.60.1970
𝐼 𝑙𝑜𝑣𝑒 𝑖𝑡 𝑏𝑒𝑐𝑎𝑢𝑠𝑒 𝑖 𝑔𝑒𝑡 𝑡𝑜 listen 𝑡𝑜 𝐼𝑣𝑎𝑛 𝑐𝑜𝑟𝑒𝑛𝑒𝑗𝑜 𝐴𝑛𝑑 𝑖 𝑐𝑎𝑛 𝑙𝑖𝑠𝑡𝑒𝑛 𝑡𝑜 𝑎𝑛𝑦 𝑠𝑜𝑛𝑔,5,Positive,Negative,
كويس اوي بس انا مش بيبقى معايا نت اسمع اغاني و هيه بفلوس و ده مديقني اوي بجد بس هو تطبيق تحفه تحفه حملوه,4,Positive,Negative,
evil Spotify 🤏🍆,5,Positive,Negative,
with this many extra features ... idk why ppl still use apple music 😭,5,Positive,Negative,9.1.60.1970
trouble free app,4,Positive,Negative,9.1.60.1970
"Great if the software engineers would make it so storage location would not change without user input. I have my storage location set to ""SD CARD"" but I received a storage getting full message on my phone and discovered Spotify had once again switched my setting back to ""INTERNAL STORAGE"". I'm pretty confident that absolutely no one has requested that Spotify change this feature without their consent. I have uninstalled and reinstalled numerous times. AS OF 6/28/26 SPOTIFY STILL HASN'T FIXED.",4,Positive,Negative,9.1.60.1970
My Spotify account have a problem please help to solve this problem,5,Positive,Negative,9.1.60.1970
only too many ads all the way app is best,5,Positive,Negative,9.1.58.1567
faaav!,5,Positive,Negative,9.1.60.1970
Money come to me 🙏,5,Positive,Negative,
बिना सबस्क्रीबशन के बहुत अच्छा परफार्मेंस है,4,Positive,Negative,9.1.60.1970
Simply super for audio experience go ahead in ad,5,Positive,Negative,9.1.60.1970
don't pay artists what they deserve unless they like Taylor Swift and the ads are too bad to deal with if you don't have premium but the family is a good option if you get some people like friends to pay their share which is like 5 bucks a month which is nice and if you download too many songs it starts to glitch out,4,Positive,Negative,9.1.58.1567
